A	B	y
-1.2176539504076325	7.765818437194659	3.0
1.7749825756722408	8.004698303958298	6.0
2.9131914457252144	2.03876552659551	1.0
3.812120940953722	8.3007267822217	6.0
3.787988708352011	1.5821647667971273	1.0
0.58988700826177	1.307003857883189	2.0
0.7487406696975614	2.555794339556125	1.0
0.5411165268248577	6.153051055927731	0.0
0.24110018732833005	8.356763763917307	3.0
-2.0657488723623767	6.434112722602284	3.0
10.03775266305412	-2.5995423586938267	4.0
-1.3525992662408428	6.84745807314786	3.0
4.011179829683572	1.2877569826258632	1.0
1.1995176856008665	10.306381571078294	6.0
-1.3630310995169483	8.144211257478208	3.0
6.979762934672516	0.9243928370648494	5.0
-1.5830370336706625	2.916497218598027	2.0
2.512683127653869	-0.06694835379579156	1.0
-1.263113478100853	8.656865952666406	3.0
-1.3134239643117365	1.7093086075999016	2.0
11.799623450376584	-0.5612482352877117	4.0
-1.944582428607233	7.545062914837727	3.0
2.102906000653002	3.2238558190849664	0.0
3.122157349298509	9.266028429509463	6.0
-2.3325305207612734	1.7995703370114906	2.0
-1.9807080542739064	3.3211468014963694	2.0
3.4197993695353492	0.2082144753879992	1.0
5.034587138512627	0.3578226152377331	5.0
0.4369792060686437	9.924084464151852	6.0
1.7634301586850152	0.13617144812631354	1.0
-0.1219921356953968	7.202520619522207	6.0
-0.3455254119336195	2.2859785033279554	2.0
5.376860167363766	0.9497094765555822	5.0
1.2561946775897332	4.205636937805432	0.0
0.07675827814066505	8.040792579419554	3.0
2.8285204988354775	-0.2862169802553809	1.0
-0.4755609376437685	6.173861724527031	3.0
2.2740931461308236	10.723237099092714	6.0
6.6658518196380605	1.0658710777210934	5.0
10.003607000397606	-1.226591149912969	4.0
1.8331006904491862	3.652761734148243	0.0
-0.03933554977326681	1.0213855741714435	1.0
10.097812429584822	-1.7999912569487502	4.0
0.23151525649805516	3.4773487887893757	0.0
1.2893377801973964	3.449691588146665	0.0
-0.1668797402879605	7.204084027192206	3.0
-0.4979685206270512	2.845595253773118	2.0
0.02458305365138358	2.9621565212972563	1.0
5.054196355151753	0.8490111915048035	5.0
9.802198828437168	-2.0850218347996012	4.0
0.37895400958113235	4.065865597712383	0.0
4.388079697669963	0.12554811948899702	5.0
-0.9217839291397387	3.8134382468844468	2.0
2.7450856859676662	2.1995098895029352	1.0
6.087304267072446	0.16988368601819182	5.0
1.897600505269062	3.154387157236146	1.0
0.2867290707558472	1.2531454526817059	1.0
6.566924771408168	0.202675994297416	5.0
6.3577625003413685	0.04031502650002683	5.0
2.4645222723420948	6.199676503478973	0.0
3.2460247025341027	2.8494216528496255	0.0
-2.096576297551383	7.50979054682142	3.0
4.862097872300794	1.9241194682803888	5.0
10.674600041312546	-2.741551417142316	4.0
-1.3012953587508016	3.367594361565115	2.0
-0.17991235327541766	5.084985429158383	0.0
0.35716170200062347	1.2849441353330002	1.0
-1.3030604499089946	3.2475052434608607	2.0
2.1972206847536575	0.5783352427928417	1.0
-0.8000604903228378	9.531641588469755	3.0
0.5126741039004008	4.785268801221852	0.0
2.039585409830323	1.05859182823616	1.0
1.5377484789224747	-0.08116619942083303	1.0
-0.2757199856036133	9.969328262846131	3.0
-0.09407174425213105	8.00796443213446	3.0
1.4284080790529705	9.289536903756133	6.0
9.285487193659403	-0.7619100089485411	4.0
-0.5282720446029848	6.732553802686224	3.0
1.9256908854722559	4.391338568833581	0.0
6.081266785633263	2.103855955942897	5.0
5.06172887867509	1.4599549944210994	5.0
3.169023032457621	8.948571240482513	6.0
5.245271775143142	0.12943338885402944	5.0
-2.619015757289211	8.701112938457447	3.0
7.739564402213309	0.5631211753982439	5.0
1.746153076661169	0.6641969983942442	1.0
-1.2594013865879914	7.846958915511657	3.0
5.9660747295613605	-0.8276616523338012	5.0
1.274508252752551	5.6301732241354205	0.0
0.8979122622420244	0.5853714088122435	1.0
2.470754623037864	2.2338023024348574	0.0
2.7216506034647923	0.43694387254938355	1.0
-0.6842472396723411	6.550907717649067	3.0
0.5626510977867477	3.5563325160076324	0.0
-1.3318343160705242	1.1363194056275314	2.0
10.706607712902578	-1.912771612175253	4.0
-3.159538539456401	1.3501145370246688	2.0
4.02635683515504	0.9892326379556973	5.0
-2.850091823718687	6.948279073796554	3.0
9.117231319023299	-1.2820764355644352	4.0
0.8915804855995391	9.387628444632728	6.0
0.47823762785419016	6.2333193812653755	0.0
-2.0513971620877784	7.371122324206103	3.0
-2.0139579692242364	8.391246979724468	3.0
-0.2584687610188967	8.000892302273112	6.0
-2.0103702866686484	6.947679879005658	3.0
1.3862768262851048	9.122324530158634	6.0
9.105040987253512	-1.9532595217459705	4.0
5.285002215349252	-0.5206723324972409	5.0
1.6485648355589304	4.711249163689501	0.0
-0.5149875141591105	4.743179028712927	0.0
4.041462062647646	8.311124251857555	6.0
1.034330244199438	8.503722883583606	6.0
6.291810408374103	1.540240139872434	5.0
-0.42661967500153164	4.215904233659344	2.0
-2.167369219616094	8.02821386470681	3.0
-1.672919077179016	7.005495418103632	3.0
9.675880741150621	-4.107057623446274	4.0
-2.1072281631904923	6.936517859176059	3.0
0.8806491801404224	7.988681822468326	6.0
9.5699883825147	-1.5011834644033422	4.0
2.8768532334826737	0.9029563062372977	1.0
-0.5488752911583331	6.7742377281956845	3.0
-0.09448254296404746	5.358239054379527	0.0
1.4595586756944414	8.709113821050588	6.0
-0.7065822159604837	4.277830803012607	2.0
6.347337219246048	0.2515799328997706	5.0
2.855832324863875	0.9759238350995982	1.0
1.0841629509883934	1.2124808644537606	1.0
-1.8976080164423588	1.9722664657768314	2.0
1.492802977666058	6.531367174784281	6.0
-0.07228288652059756	2.883769390269415	0.0
-1.0208629996250218	6.818721367031825	3.0
4.516783418512526	1.1189066150178963	5.0
5.052133794751202	1.2030170514918188	5.0
-1.9159760611055496	8.162422611046052	3.0
8.22773065295112	-3.4160256829458904	4.0
10.942506016397555	-2.0291804131268925	4.0
10.86602596443807	-2.589742255161217	4.0
0.9369872603189995	3.1356938297071926	0.0
1.5524508207903396	3.3101173394816854	1.0
-1.8731534608692153	2.123245940261624	2.0
-1.5962176306669962	6.4820711574938805	3.0
-1.6995588118486764	8.10114799060783	3.0
-1.239999525218559	0.5972879855423812	2.0
-1.1963272569475314	3.8671287348913586	2.0
9.632759609591597	-2.4757364404181814	4.0
6.7706299099643745	1.256278493898559	5.0
3.235579029237347	4.2615301757877475	0.0
1.699116695563761	9.163714027553837	6.0
0.2121979712762294	0.41968965589745016	1.0
1.427179961791299	0.4166365414771491	1.0
0.7082667075951147	5.106243723244785	0.0
-1.9020511298831893	1.6916860695501037	2.0
1.0049397288318394	11.052164386612393	6.0
-1.6588126530018725	3.3226440733736204	2.0
3.02149878177316	7.09532928342758	6.0
10.194663607831167	-1.870355146335615	4.0
2.89921210502688	5.784302118882814	0.0
-1.7689238430921248	4.436143431688828	2.0
2.5791585452670835	0.9860857469825982	1.0
9.211617157848371	-3.7639051134185535	4.0
-1.349953049301022	7.8547394001546715	3.0
0.5207375750291519	4.321266486473447	0.0
8.266423457721602	-0.6495929072171178	4.0
-1.1736693682025967	6.758360946237599	3.0
0.9592496646850545	4.682939063003472	0.0
1.1312175042434114	4.681949847050563	0.0
-1.20312175931414	10.175084821661653	3.0
10.540666864839244	-1.831671390015786	4.0
9.963684234403635	-1.534497515119774	4.0
9.211202084222252	-1.0720024938736317	4.0
-1.1973014977348608	6.041230744151873	3.0
-1.8743546657204686	2.3366137844727977	2.0
3.7194447464654843	1.983263833782509	5.0
-1.7835259392789946	7.86086522402661	3.0
-1.30739445742886	3.3109451953132143	2.0
-0.8504432808602822	2.5358733057553025	2.0
10.1367748684019	-3.1359233641223145	4.0
0.9080284732218639	6.017130049097757	0.0
-0.6376277690114565	4.091047047234421	0.0
-0.24916544028367293	5.148150303849937	0.0
-2.9364858025175824	7.722994033082041	3.0
0.7953934155039895	8.987964149291335	6.0
1.515560055524978	9.553501154671803	6.0
1.7462545523857558	-0.7783401463920399	1.0
2.5490092987820665	0.7815597209035703	1.0
9.490434842658866	-2.2529584423922935	4.0
0.338833052994266	3.9065155131195923	0.0
0.8806421868837203	9.448040315962919	6.0
9.495718374029193	-2.4195451466836	4.0
2.164299870898797	4.6207299393732395	0.0
-2.0999849719997403	9.658183615769554	3.0
0.9121242087731466	6.767745009299265	6.0
-2.1810448162525886	9.07877940009675	3.0
